Date,Open,High,Low,Close,Volume
2025-07-30,1659.64,1688.13,1653.56,1675.11,141803
2025-07-31,1674.72,1685.22,1674.15,1679.22,311361
2025-08-01,1682.16,1693.09,1679.05,1687.72,98459
2025-08-04,1691.18,1696.18,1691.18,1694.76,303617
2025-08-05,1694.70,1703.47,1687.63,1691.27,85847
2025-08-06,1689.10,1690.21,1673.96,1686.81,269449
2025-08-07,1686.40,1697.04,1664.39,1675.25,252406
2025-08-08,1676.08,1680.29,1656.59,1669.56,201015
2025-08-11,1669.97,1686.70,1654.05,1682.53,205682
2025-08-12,1685.03,1711.34,1672.17,1699.37,297324
2025-08-13,1700.85,1715.89,1691.50,1714.79,237601
2025-08-14,1711.78,1715.79,1697.18,1699.41,134604
2025-08-15,1701.16,1726.35,1697.68,1719.71,206018
2025-08-18,1717.88,1717.96,1685.17,1699.01,214163
2025-08-19,1697.71,1731.20,1693.11,1714.52,157399
2025-08-20,1712.14,1728.72,1683.54,1699.64,195244
2025-08-21,1702.71,1715.14,1701.31,1703.35,152071
2025-08-22,1703.67,1729.69,1692.89,1722.36,299919
2025-08-25,1721.01,1730.40,1703.14,1716.88,122801
2025-08-26,1715.29,1734.22,1714.82,1729.67,230430
2025-08-27,1732.17,1743.41,1718.53,1735.11,271131
2025-08-28,1736.94,1758.44,1730.30,1754.87,75448
2025-08-29,1756.68,1778.21,1756.30,1767.87,299046
2025-09-01,1764.35,1787.93,1750.09,1776.92,150217
2025-09-02,1777.38,1777.42,1764.92,1768.67,169909
2025-09-03,1769.18,1781.88,1734.57,1750.41,286089
2025-09-04,1751.29,1763.95,1750.42,1752.77,207990
2025-09-05,1751.84,1763.83,1735.22,1748.75,227121
2025-09-08,1749.33,1765.47,1737.44,1753.79,217958
2025-09-09,1754.68,1764.31,1738.54,1751.78,187149
2025-09-10,1751.89,1757.09,1729.00,1744.95,200142
2025-09-11,1741.34,1765.57,1734.19,1759.43,194626
2025-09-12,1757.10,1760.92,1741.75,1753.69,161980
2025-09-15,1750.14,1767.03,1739.31,1739.38,75914
2025-09-16,1736.24,1741.92,1723.64,1733.00,198906
2025-09-17,1733.71,1748.72,1701.68,1716.76,285868
2025-09-18,1717.67,1720.23,1702.56,1713.12,123724
2025-09-19,1709.51,1716.78,1699.63,1700.38,300620
2025-09-22,1698.00,1714.36,1684.13,1701.25,261576
2025-09-23,1700.96,1714.53,1694.09,1704.67,319893
2025-09-24,1707.47,1722.30,1690.55,1706.89,62531
2025-09-25,1703.31,1720.20,1688.19,1713.48,92923
2025-09-26,1711.26,1725.65,1698.11,1713.84,89989
2025-09-29,1712.91,1725.93,1695.71,1695.72,253098
2025-09-30,1699.22,1707.11,1670.95,1683.60,140200
2025-10-01,1686.92,1701.56,1683.20,1695.39,177992
2025-10-02,1692.92,1708.05,1683.57,1683.83,96388
2025-10-03,1683.59,1696.78,1650.40,1666.59,287616
2025-10-06,1667.70,1672.15,1666.90,1670.15,313042
2025-10-07,1667.32,1669.29,1635.15,1651.48,68927
2025-10-08,1653.28,1675.15,1646.31,1666.84,282122
2025-10-09,1666.20,1681.59,1641.91,1652.36,226861
2025-10-10,1650.33,1655.93,1620.06,1631.87,286505
2025-10-13,1631.33,1642.65,1608.63,1617.83,177584
2025-10-14,1617.21,1639.37,1601.90,1624.70,232536
2025-10-15,1621.17,1629.00,1592.08,1605.22,91756
2025-10-16,1603.17,1618.35,1599.73,1599.85,258485
2025-10-17,1597.35,1605.80,1582.44,1586.84,307474
2025-10-20,1586.66,1601.59,1570.97,1598.04,225044
2025-10-21,1598.21,1610.47,1582.15,1596.98,285559
2025-10-22,1600.32,1611.56,1589.76,1597.45,154083
2025-10-23,1594.81,1597.77,1589.19,1592.90,87949
2025-10-24,1591.28,1611.50,1581.89,1598.45,120313
2025-10-27,1600.27,1622.66,1594.78,1617.46,253012
2025-10-28,1616.24,1627.39,1602.03,1607.72,228385
2025-10-29,1608.36,1623.18,1588.53,1600.51,252092
2025-10-30,1599.97,1602.87,1598.40,1601.54,105794
2025-10-31,1598.13,1604.21,1593.74,1597.42,224872
2025-11-03,1595.74,1610.71,1595.11,1607.69,61992
2025-11-04,1608.50,1636.61,1607.25,1623.56,125180
2025-11-05,1623.46,1641.24,1610.12,1632.22,294346
2025-11-06,1634.17,1638.67,1608.43,1623.74,119590
2025-11-07,1621.74,1648.52,1606.95,1632.93,80386
2025-11-10,1633.03,1638.64,1617.70,1628.29,126582
2025-11-11,1625.01,1648.74,1620.61,1634.33,291161
2025-11-12,1631.79,1645.37,1619.30,1629.49,84724
2025-11-13,1626.50,1631.33,1624.79,1629.04,317085
2025-11-14,1630.08,1643.56,1628.98,1638.85,109277
2025-11-17,1636.13,1649.97,1621.64,1635.50,121525
2025-11-18,1636.01,1649.77,1621.30,1634.79,304348
2025-11-19,1637.53,1649.56,1625.48,1632.71,317579
2025-11-20,1632.76,1639.48,1621.06,1630.56,203370
2025-11-21,1627.37,1638.33,1602.45,1616.55,300514
2025-11-24,1617.76,1628.70,1595.35,1603.33,81888
2025-11-25,1600.86,1616.05,1590.29,1599.43,77748
2025-11-26,1595.97,1612.19,1591.94,1602.57,276038
2025-11-27,1599.57,1626.97,1595.10,1616.31,128543
2025-11-28,1614.04,1615.17,1603.16,1614.24,267448
2025-12-01,1612.33,1627.64,1593.03,1602.51,182448
2025-12-02,1599.96,1615.26,1587.64,1588.08,180396
2025-12-03,1588.30,1604.35,1577.73,1589.50,234788
2025-12-04,1590.86,1601.76,1577.53,1578.41,214412
2025-12-05,1578.57,1579.92,1559.99,1564.89,114817
2025-12-08,1565.71,1583.22,1559.68,1578.84,65653
2025-12-09,1578.37,1589.08,1552.58,1562.86,87884
2025-12-10,1564.75,1570.36,1543.72,1550.46,141084
2025-12-11,1552.77,1566.01,1527.80,1542.54,127598
2025-12-12,1539.57,1560.40,1537.49,1548.14,83751
2025-12-15,1547.44,1558.09,1524.44,1534.50,271184
2025-12-16,1531.74,1533.67,1510.84,1520.22,78942
2025-12-17,1517.67,1518.51,1505.32,1513.50,71899
2025-12-18,1515.26,1525.47,1500.00,1511.72,197169
2025-12-19,1513.56,1529.58,1503.01,1519.80,296014
2025-12-22,1518.37,1542.29,1511.23,1534.34,255325
2025-12-23,1535.17,1552.52,1525.31,1544.29,420710
2025-12-24,1543.84,1544.55,1533.70,1534.44,253009
2025-12-25,1536.09,1547.17,1528.16,1543.92,93737
2025-12-26,1543.93,1565.44,1533.68,1558.69,221468
2025-12-29,1557.91,1563.06,1555.51,1563.00,288443
2025-12-30,1566.02,1586.54,1565.44,1577.73,122700
2025-12-31,1578.77,1589.52,1571.36,1588.69,127930
2026-01-01,1585.52,1595.21,1568.33,1579.95,196252
2026-01-02,1576.96,1577.59,1574.86,1574.95,139784
2026-01-05,1574.25,1579.72,1561.61,1562.56,150187
2026-01-06,1564.12,1592.77,1562.61,1578.08,269363
2026-01-07,1581.12,1585.66,1555.01,1568.64,134936
2026-01-08,1565.80,1573.70,1556.89,1559.14,72151
2026-01-09,1556.09,1560.26,1541.07,1557.08,316621
2026-01-12,1556.86,1569.34,1548.17,1566.27,214457
2026-01-13,1563.13,1575.88,1549.43,1558.97,216188
2026-01-14,1557.96,1564.77,1542.28,1545.35,77190
2026-01-15,1544.46,1554.87,1530.77,1539.13,283094
2026-01-16,1535.96,1555.52,1530.62,1548.16,98323
2026-01-19,1551.56,1557.86,1529.93,1541.72,97429
2026-01-20,1539.27,1554.23,1534.03,1534.08,211909
2026-01-21,1531.72,1534.59,1513.25,1520.81,314872
2026-01-22,1523.15,1529.02,1500.73,1508.06,128383
2026-01-23,1510.41,1524.20,1497.81,1507.86,264474
2026-01-26,1505.53,1510.78,1484.39,1491.88,77751
2026-01-27,1493.79,1504.00,1486.77,1500.44,242501
2026-01-28,1503.33,1509.75,1499.90,1500.40,154928
2026-01-29,1501.49,1514.66,1501.45,1505.08,262170
2026-01-30,1504.16,1515.98,1493.25,1512.76,257917
2026-02-02,1511.59,1513.40,1492.20,1498.16,266203
2026-02-03,1496.36,1497.20,1472.29,1483.78,291457
2026-02-04,1484.27,1496.85,1469.61,1471.03,66326
2026-02-05,1470.46,1482.34,1461.60,1473.68,104128
2026-02-06,1471.82,1487.24,1463.41,1480.80,97640
2026-02-09,1482.47,1491.85,1468.18,1487.26,224357
2026-02-10,1487.22,1504.49,1476.48,1491.04,301077
2026-02-11,1491.37,1492.59,1478.27,1490.28,318743
2026-02-12,1489.25,1500.62,1462.43,1475.27,259249
2026-02-13,1475.96,1490.28,1465.64,1487.86,272720
2026-02-16,1490.52,1503.54,1474.80,1481.66,123538
2026-02-17,1480.18,1486.06,1468.55,1482.27,300301
2026-02-18,1480.29,1490.12,1478.87,1487.17,283786
2026-02-19,1484.96,1498.28,1479.12,1491.15,73493
2026-02-20,1491.72,1502.52,1478.60,1483.93,300747
2026-02-23,1484.42,1500.29,1483.52,1488.36,143586
2026-02-24,1490.58,1517.63,1485.99,1504.16,310766
2026-02-25,1504.25,1514.13,1502.57,1507.54,68437
2026-02-26,1506.67,1535.30,1504.05,1522.51,205029
2026-02-27,1524.13,1538.13,1523.19,1523.95,226083
2026-03-02,1524.95,1534.20,1498.66,1511.16,290182
2026-03-03,1512.99,1527.34,1496.88,1507.88,276918
2026-03-04,1505.57,1518.35,1503.67,1505.75,72440
2026-03-05,1506.73,1511.22,1491.19,1500.12,289271
2026-03-06,1498.19,1512.50,1489.41,1507.49,75251
2026-03-09,1506.47,1508.22,1493.85,1498.69,317641
2026-03-10,1501.33,1503.66,1490.86,1498.53,90113
2026-03-11,1500.38,1504.19,1495.71,1499.41,285517
2026-03-12,1500.26,1519.94,1492.19,1512.43,290650
2026-03-13,1512.02,1512.27,1507.91,1508.62,175486
2026-03-16,1508.01,1520.29,1504.80,1516.00,317029
2026-03-17,1514.56,1524.80,1503.24,1511.87,231753
2026-03-18,1514.21,1528.33,1505.23,1505.25,304071
2026-03-19,1505.94,1517.17,1491.48,1498.96,199521
2026-03-20,1498.92,1510.62,1498.44,1509.28,211787
2026-03-23,1508.64,1509.78,1504.58,1506.68,282297
2026-03-24,1505.80,1520.46,1492.63,1502.19,262845
2026-03-25,1501.51,1515.81,1482.27,1492.05,107590
2026-03-26,1494.01,1504.81,1475.28,1485.31,283230
2026-03-27,1484.39,1495.03,1476.87,1494.78,122788
2026-03-30,1494.19,1508.35,1486.54,1494.06,90291
2026-03-31,1494.60,1505.84,1481.23,1493.84,235239
2026-04-01,1492.53,1505.44,1477.79,1481.37,234522
2026-04-02,1480.05,1492.27,1472.02,1479.58,112126
2026-04-03,1478.39,1482.76,1475.80,1479.35,289344
2026-04-06,1480.68,1483.58,1456.38,1466.73,104463
2026-04-07,1464.32,1476.53,1452.71,1456.18,177905
2026-04-08,1457.90,1475.19,1448.66,1463.02,109470
2026-04-09,1461.70,1473.80,1444.11,1457.04,73895
2026-04-10,1455.70,1469.08,1448.71,1465.25,234174
2026-04-13,1465.03,1478.24,1436.70,1450.48,113698
2026-04-14,1452.65,1459.49,1450.42,1451.07,275646
2026-04-15,1452.24,1456.47,1444.07,1447.29,185444
2026-04-16,1448.13,1448.18,1426.55,1437.95,283295
2026-04-17,1435.68,1450.81,1427.74,1449.89,291922
2026-04-20,1449.29,1465.44,1442.14,1458.07,85487
2026-04-21,1455.79,1465.93,1452.14,1459.82,150964
2026-04-22,1459.20,1467.27,1436.58,1449.65,69278
2026-04-23,1448.03,1458.27,1441.03,1442.20,61259
2026-04-24,1441.57,1447.05,1436.23,1446.92,192073
2026-04-27,1449.72,1464.12,1448.44,1463.70,259598
2026-04-28,1464.10,1472.15,1412.79,1421.05,546413
2026-04-29,1421.71,1431.65,1417.30,1421.61,280799
2026-04-30,1421.90,1428.26,1397.89,1407.72,149817
2026-05-01,1406.90,1419.40,1394.13,1395.56,240097
2026-05-04,1393.31,1398.90,1387.32,1391.73,199836
2026-05-05,1393.77,1406.86,1392.02,1400.64,108930
2026-05-06,1402.81,1408.72,1384.84,1388.14,237153
2026-05-07,1387.41,1406.35,1384.63,1392.99,186921
2026-05-08,1395.81,1401.09,1390.25,1390.27,224768
2026-05-11,1390.09,1414.47,1387.59,1400.67,70684
2026-05-12,1400.90,1412.90,1387.38,1407.46,116904
2026-05-13,1407.26,1410.55,1389.84,1396.82,189396
2026-05-14,1396.10,1404.13,1386.95,1394.43,65116
2026-05-15,1396.90,1408.44,1382.02,1382.81,193788
2026-05-18,1385.53,1386.24,1367.95,1374.72,98389
2026-05-19,1375.72,1378.09,1373.48,1374.82,66630
2026-05-20,1375.95,1399.00,1370.59,1390.31,155943
2026-05-21,1392.89,1400.60,1389.08,1396.58,238773
2026-05-22,1396.23,1409.06,1393.45,1400.60,315473
2026-05-25,1397.92,1400.78,1387.29,1389.38,207665
2026-05-26,1389.80,1397.93,1386.10,1388.26,283125
2026-05-27,1385.22,1402.47,1378.07,1389.67,71802
2026-05-28,1386.81,1397.66,1386.00,1395.08,223001
2026-05-29,1393.53,1414.76,1386.17,1400.98,63455
2026-06-01,1400.62,1406.97,1389.99,1394.81,95609
2026-06-02,1397.26,1410.07,1393.38,1401.02,217853
2026-06-03,1401.36,1417.32,1397.89,1414.22,115229
2026-06-04,1416.78,1424.33,1411.13,1422.27,154538
2026-06-05,1421.75,1438.28,1410.16,1432.66,209750
2026-06-08,1431.54,1449.36,1420.11,1441.25,205960
2026-06-09,1440.18,1464.70,1425.96,1456.43,281222
2026-06-10,1455.04,1465.31,1447.65,1451.89,173549
2026-06-11,1454.98,1464.56,1440.48,1452.60,213064
2026-06-12,1449.96,1453.23,1433.28,1445.66,74419
2026-06-15,1447.37,1463.55,1440.53,1452.51,212877
2026-06-16,1451.40,1454.74,1433.37,1441.26,109950
2026-06-17,1440.11,1462.18,1440.04,1452.15,115496
2026-06-18,1451.19,1475.44,1444.49,1466.05,311559
2026-06-19,1466.39,1479.90,1464.17,1468.74,149814
2026-06-22,1465.96,1473.89,1460.63,1463.16,151439
2026-06-23,1460.44,1469.32,1456.51,1461.74,208014
2026-06-24,1464.09,1477.44,1460.88,1477.41,305805
2026-06-25,1477.78,1486.45,1472.86,1481.46,192220
2026-06-26,1479.61,1507.21,1478.62,1492.76,318186
2026-06-29,1494.00,1501.08,1469.94,1481.55,82334
2026-06-30,1481.56,1493.30,1464.96,1474.34,80444
2026-07-01,1474.77,1475.32,1455.85,1464.27,251927
2026-07-02,1465.22,1473.80,1459.10,1460.89,268350
2026-07-03,1461.96,1471.64,1455.83,1458.96,76337
2026-07-06,1460.87,1468.40,1451.05,1463.76,74009
2026-07-07,1463.18,1468.15,1456.84,1465.87,222143
2026-07-08,1464.78,1478.35,1454.47,1472.94,133100
2026-07-09,1472.73,1484.44,1459.90,1470.39,194386
2026-07-10,1473.60,1478.49,1459.29,1477.11,69874
2026-07-13,1477.44,1485.24,1462.87,1466.28,74370
2026-07-14,1467.15,1475.95,1452.55,1465.11,155294
2026-07-15,1465.84,1485.61,1452.03,1478.44,156093
2026-07-16,1480.27,1483.14,1462.91,1471.10,222639
2026-07-17,1470.19,1471.86,1442.77,1448.38,578467
2026-07-20,1447.30,1460.42,1432.04,1433.34,272511
2026-07-21,1431.11,1449.86,1422.60,1446.70,209458
2026-07-22,1446.15,1451.64,1431.47,1439.21,68763
2026-07-23,1436.90,1450.61,1434.07,1445.72,165793
2026-07-24,1445.35,1450.55,1438.47,1450.34,184817
2026-07-27,1451.62,1467.14,1444.66,1462.19,150325
2026-07-28,1463.65,1481.01,1451.03,1475.45,268353
2026-07-29,1476.79,1507.01,1474.73,1493.39,232069
2026-07-30,1493.89,1516.05,1493.58,1506.60,137559
2026-07-31,1507.26,1527.50,1506.18,1521.72,176486
2026-08-03,1519.91,1531.52,1501.92,1516.58,184767
2026-08-04,1515.02,1515.55,1502.82,1506.67,315821
2026-08-05,1506.08,1532.05,1500.64,1518.68,137727
2026-08-06,1519.81,1524.52,1498.84,1511.11,97563
2026-08-07,1509.33,1531.19,1495.42,1525.31,301542
2026-08-10,1524.34,1549.50,1520.64,1537.40,281268
2026-08-11,1534.75,1544.98,1532.59,1537.17,267774
2026-08-12,1536.65,1546.15,1536.37,1537.05,132562
2026-08-13,1539.30,1554.55,1526.93,1544.54,196038
2026-08-14,1546.63,1556.60,1532.73,1538.65,132229
2026-08-17,1535.95,1553.37,1523.27,1543.12,189944
2026-08-18,1544.91,1565.99,1535.36,1561.79,313337
2026-08-19,1564.92,1579.27,1562.31,1570.31,208615
2026-08-20,1572.98,1596.29,1568.33,1588.40,61981
2026-08-21,1590.02,1605.39,1576.33,1587.93,291181
2026-08-24,1589.20,1590.74,1572.31,1579.73,92027
2026-08-25,1578.88,1600.30,1564.33,1589.95,217491
2026-08-26,1593.35,1623.02,1583.34,1610.97,285936
2026-08-27,1612.08,1612.43,1587.12,1597.87,263945
2026-08-28,1595.80,1602.03,1576.61,1579.50,138112
2026-08-31,1576.56,1598.55,1570.25,1585.66,195206
2026-09-01,1588.38,1599.20,1584.19,1598.97,240633
